iter	Passed	Remaining
956	19872	892
957	19898	872
958	19924	851
959	19952	831
960	19978	810
961	20000	790
962	20024	769
963	20047	748
964	20070	727
965	20093	707
966	20114	686
967	20136	665
968	20156	644
969	20177	624
970	20201	603
971	20224	582
972	20247	561
973	20269	541
974	20291	520
975	20317	499
976	20339	478
977	20361	458
978	20385	437
979	20412	416
980	20433	395
981	20459	375
982	20480	354
983	20504	333
984	20532	312
985	20552	291
986	20574	270
987	20593	250
988	20616	229
989	20637	208
990	20660	187
991	20681	166
992	20703	145
993	20724	125
994	20744	104
995	20766	83
996	20788	62
997	20813	41
998	20844	20
999	20879	0
