iter	Logloss
507	0.4374166077
508	0.4372930389
509	0.4370071899
510	0.4369156372
511	0.4368145721
512	0.4366005585
513	0.4365123962
514	0.4362675903
515	0.4361647888
516	0.4360365936
517	0.4358296631
518	0.4355994904
519	0.4354499481
520	0.4352629761
521	0.4351710052
522	0.4350409851
523	0.4349456451
524	0.4348146667
525	0.4347644043
526	0.4346411865
527	0.4345303558
528	0.4344228363
529	0.4342932831
530	0.4342268555
531	0.434128653
532	0.4340136017
533	0.4339078613
534	0.4338265869
535	0.4337271423
536	0.4336099823
537	0.4334383057
538	0.4333534241
539	0.4332780945
540	0.4330900177
541	0.4330133148
542	0.4329563995
543	0.4327558746
544	0.4325345734
545	0.4324532684
546	0.4322867645
547	0.4321751587
548	0.4320790955
549	0.4318593597
550	0.4317830627
551	0.4317091614
552	0.4315988983
553	0.4315236969
554	0.431452652
555	0.4312344299
556	0.4311384674
557	0.4309970062
558	0.4309338226
559	0.4308609406
560	0.4306936951
561	0.4306069092
562	0.4303959442
563	0.4303380981
564	0.4301179749
565	0.430039917
566	0.4298882477
567	0.4297706665
568	0.429672287
569	0.4295573853
570	0.4294477112
571	0.4293042328
572	0.4291141388
573	0.429019754
574	0.4288683807
575	0.4287161346
576	0.4285927399
577	0.4284669006
578	0.428381665
579	0.4282794678
580	0.4281539429
581	0.428072049
582	0.4279925262
583	0.4278882294
584	0.4276931061
585	0.427604303
586	0.4274637695
587	0.4273203644
588	0.427205954
589	0.4270283722
590	0.4268856964
591	0.4268024719
592	0.4266712585
593	0.426590976
594	0.4264713898
595	0.4264154175
596	0.4262666473
597	0.4261140503
598	0.4259822906
599	0.4259081787
600	0.4258015076
601	0.4256746674
602	0.4254999786
603	0.4253067902
604	0.4252058807
605	0.4251331909
606	0.4250493439
607	0.4249212372
608	0.4248120667
609	0.424709375
610	0.4246164612
611	0.4244874054
612	0.4243771729
613	0.4242556732
614	0.424161853
615	0.424019928
616	0.4239230621
617	0.4238576111
618	0.4237902008
619	0.4236467041
620	0.4234764069
621	0.4233982513
622	0.4233347656
623	0.4231821899
624	0.4230602051
625	0.4229217957
626	0.4228005096
627	0.4226372498
628	0.4225245544
629	0.4223586273
630	0.422302005
631	0.4222058167
632	0.422116571
633	0.4220389435
634	0.4218674469
635	0.4217483185
636	0.4216550659
637	0.4216002319
638	0.4214727936
639	0.4213656189
640	0.421285434
641	0.4212045319
642	0.4211180206
643	0.4209544373
644	0.4209036011
645	0.4207319702
646	0.4206461639
647	0.4205421356
648	0.4204169098
649	0.4203369568
650	0.4202478516
651	0.4201226837
652	0.4199464569
653	0.4198400665
654	0.419764566
655	0.4196720673
656	0.4194983276
657	0.4194302429
658	0.4193361328
659	0.419163678
660	0.4189791229
661	0.4188810349
662	0.41875448
663	0.4186412537
664	0.4185633972
665	0.4184704666
666	0.4184011993
667	0.4182238434
668	0.4181277832
669	0.418013678
670	0.4178756104
671	0.4177610779
672	0.417658902
673	0.41755047
674	0.4174723236
675	0.417363205
676	0.4172811447
677	0.4171242218
678	0.4169996002
679	0.4168695267
680	0.4168009796
681	0.4167053131
682	0.4166056335
683	0.416491304
684	0.4163501114
685	0.416234491
686	0.4160702957
687	0.4159879257
688	0.4159243973
689	0.4157542114
690	0.4156089401
691	0.415542627
692	0.4154430038
693	0.4153228546
694	0.4151894867
695	0.4151193222
696	0.4149703262
697	0.4149001831
698	0.4148043884
699	0.414713562
700	0.4145897842
701	0.414457402
702	0.4143820847
703	0.414265004
704	0.414158165
705	0.4140802582
706	0.4139909775
707	0.4138781128
708	0.4137884613
709	0.4136585419
710	0.4135377563
711	0.4134776367
712	0.413398613
713	0.4132589096
714	0.4131324509
715	0.4130375168
716	0.4129389038
717	0.4128287033
718	0.4127486771
719	0.4126708481
720	0.4125698578
721	0.4124063202
722	0.4122988281
723	0.4121886551
724	0.4120948669
725	0.4120538925
726	0.4119365768
727	0.4117879181
728	0.4117480652
729	0.4116397369
730	0.4114865585
731	0.4114110733
732	0.4112441956
733	0.4111946686
734	0.4110734222
735	0.4109972443
736	0.4109372345
737	0.4108549225
738	0.4107436935
739	0.4106429916
740	0.4105617554
741	0.4104762802
742	0.4103877762
743	0.410273259
744	0.4101072174
745	0.4100276443
746	0.4099348038
747	0.409817276
748	0.4097180496
749	0.4095981873
750	0.4094792969
751	0.4093872772
752	0.4092528412
753	0.4091627518
754	0.4090719467
755	0.408950499
756	0.4088154526
757	0.4087591614
758	0.4086567963
759	0.4085559311
760	0.4084411377
761	0.4083104889
762	0.4082281174
763	0.4080762405
764	0.4079883881
765	0.4079134979
766	0.4078091721
767	0.4076646606
768	0.4075126419
769	0.4073960953
770	0.4072894989
771	0.4071778503
772	0.4070973984
773	0.4069471115
774	0.4068363617
775	0.4066299881
776	0.4065314362
777	0.4063384171
778	0.4062600906
779	0.4061507568
780	0.4060715759
781	0.4059985764
782	0.4058763809
783	0.405736853
784	0.4055641235
785	0.4054715088
786	0.4053425156
787	0.4052465637
788	0.4051326965
789	0.4050678146
790	0.4049213379
791	0.4048471207
792	0.4047734787
793	0.4047261841
794	0.4046677734
795	0.4045360672
796	0.4044744232
797	0.4044188553
798	0.4043385757
799	0.4042470459
800	0.4041814133
801	0.404024408
802	0.4039180359
803	0.403818605
804	0.4036621948
805	0.4035278198
806	0.4034676956
807	0.4033778397
808	0.4032866379
809	0.4031886093
810	0.4031175156
811	0.4030328369
812	0.4029342712
813	0.4028079651
814	0.4027375946
815	0.402605072
816	0.4025213272
817	0.4024634109
818	0.4023959518
819	0.4022880768
820	0.4022338135
821	0.4021853561
822	0.4020796021
823	0.401991391
824	0.4018864334
825	0.4017951523
826	0.4017303726
827	0.4016657288
828	0.4015575714
829	0.4014610413
830	0.40137995
831	0.4012719254
832	0.401194722
833	0.4011433411
834	0.4010512115
835	0.400949736
836	0.4008388794
837	0.4007719498
838	0.4006536789
839	0.4005958038
840	0.4005366043
841	0.4004169983
842	0.4003461349
843	0.4002060715
844	0.4001206436
845	0.3999952713
846	0.3999215286
847	0.3998563263
848	0.399784845
849	0.3996658966
850	0.3995658188
851	0.3994246719
852	0.3993588745
853	0.3992376923
854	0.3991744904
855	0.399081543
856	0.3990303833
857	0.398960051
858	0.398902066
859	0.3988635254
860	0.3987330292
861	0.3986311234
862	0.3985206451
863	0.39847341
864	0.3983785385
865	0.3982933533
866	0.3982000565
867	0.3981317688
868	0.3980693481
869	0.3979992844
870	0.3978812225
871	0.3977140427
872	0.3976570892
873	0.3975421982
874	0.397478125
875	0.3974079147
876	0.3973136673
877	0.397238002
878	0.3971280136
879	0.3970555435
880	0.3969556763
881	0.3969110184
882	0.3968279144
883	0.3967436691
884	0.3966576843
885	0.396572583
886	0.3964158508
887	0.396290834
888	0.3962214355
889	0.3961587799
890	0.3960586227
891	0.3959747452
892	0.3959202225
893	0.395775914
894	0.3957448883
895	0.3956716843
896	0.3956234177
897	0.3955043167
898	0.3953649246
899	0.3952741592
900	0.395189975
901	0.395087883
902	0.3950123672
903	0.3949554138
904	0.3948733032
905	0.3947605682
906	0.3946947327
907	0.3946290039
908	0.3944719254
909	0.3943805817
910	0.3942929596
911	0.3942331055
912	0.3941071854
913	0.3940099182
914	0.3939257599
915	0.3938582474
916	0.3937881561
917	0.3936705597
918	0.3935693588
919	0.3934662796
920	0.3933572662
921	0.3933021713
922	0.3932457657
923	0.3931650742
924	0.3930880264
925	0.3930180695
926	0.3929390228
927	0.3928312851
928	0.3927589142
929	0.3926348541
930	0.3925470779
931	0.392484787
932	0.3923781982
933	0.3923030762
934	0.392180217
935	0.392040213
936	0.3919425049
937	0.3918836472
938	0.3918132919
939	0.3917351318
940	0.3916535706
941	0.3915254578
942	0.3914487
943	0.391346167
944	0.3912358017
945	0.3911461441
946	0.3910825241
947	0.3910113724
948	0.3909603256
949	0.3908623352
950	0.3907646851
951	0.3907163513
952	0.390589003
953	0.3905168198
954	0.3903882904
955	0.3903396423
956	0.3903026489
957	0.3902300552
958	0.390129126
959	0.3900567566
960	0.3899889053
961	0.3899541229
962	0.3898848831
963	0.3897989838
964	0.3896625244
965	0.3895500397
966	0.3894797256
967	0.3893994781
968	0.3893173111
969	0.3892227173
970	0.3891666351
971	0.3891122757
972	0.3890498886
973	0.388954126
974	0.388850766
975	0.3888042221
976	0.3887527634
977	0.3886760483
978	0.3886033356
979	0.3885385773
980	0.3884428314
981	0.3883538712
982	0.3883149872
983	0.3882564789
984	0.3881669342
985	0.3881221512
986	0.3880240448
987	0.3879274933
988	0.3878656235
989	0.3877557007
990	0.3876683273
991	0.387614061
992	0.3874899582
993	0.3873316818
994	0.3872688354
995	0.3871549515
996	0.3870720734
997	0.3870055679
998	0.3869448761
999	0.3868687241
